2,google.com,302,302
1,flipkart.com,301,200
3,amazon.in,200,301
2,google.com,302,302
1,flipkart.com,301,200
3,amazon.in,200,301
2,google.com,302,302
1,flipkart.com,301,200
3,amazon.in,200,301
1,flipkart.com,301,200
2,google.com,302,302
3,amazon.in,200,301
2,google.com,302,302
1,flipkart.com,301,200
3,amazon.in,200,301
